"Ahr";"Arid3a";"Arid5b";"Arnt";"Arnt2";"Arntl_Tfe3_Mlx_Mitf_Mlxipl_Tfec";"Atf1_Creb5";"Atf3";"Atf4";"Atf6";"Bach2";"Bbx";"Bptf";"Brca1";"Cbfb";"Cdc5l";"Cebpa_Cebpg";"Clock";"Creb1";"Creb3";"Creb3l2";"Crem_Jdp2";"Ctcfl_Ctcf";"Cux1";"Cxxc1";"Ddit3";"E2f1";"E2f2_E2f5";"E2f3";"E2f7";"E2f8";"Ebf1";"Egr1";"Ehf";"Elf1_Elf2_Etv2_Elf4";"Elf5";"Ep300";"Esrrb_Esrra";"Esrrg";"Ets2";"Etv1_Etv5_Gabpa";"Etv3_Erf_Fev_Elk4_Elk1_Elk3";"Etv6";"Ezh2_Atf2_Ikzf1";"Fos";"Fosb";"Foxa3";"Foxi1_Foxo1";"Foxj3";"Foxk1_Foxj1";"Foxo3";"Foxp1_Foxj2";"Foxp2_Foxp3";"Fubp1";"Gata6";"Glis2";"Glis3";"Gmeb1";"Gmeb2";"Gtf2i";"Hbp1";"Hes1";"Hey1_Myc_Mxi1";"Hif1a";"Hivep1";"Hmbox1";"Hmga2";"Hnf1b";"Hnf4a";"Homez";"Hoxb8_Pdx1";"Hoxc4_Arx_Otp_Esx1_Phox2b";"Hsf1";"Hsf2";"Ikzf2";"Irf2_Irf1_Irf8_Irf9_Irf7";"Irf3";"Irx2_Irx3";"Isl1";"Klf12_Klf14_Sp4";"Klf13";"Klf3";"Klf4_Sp3";"Klf6_Patz1";"Klf7";"Lhx5_Lmx1b_Lhx1";"Max_Mycn";"Maz_Mta3";"Mbd2";"Mecom";"Mef2d_Mef2a";"Meis1";"Meis2";"Mga";"Mnx1_Lhx6_Lmx1a";"Mtf1";"Myog_Tcf12";"Neurod1";"Nfat5";"Nfatc2";"Nfatc3";"Nfe2l2";"Nfia";"Nfic_Nfib";"Nfix";"Nkx2-2";"Nkx6-1_Evx1_Hesx1";"Nr1h4";"Nr2c1";"Nr2f1_Nr4a1";"Nr2f6";"Nr4a2";"Nr5a2";"Nr6a1";"Nrf1";"Onecut1_Cux2";"Pax4";"Pax6";"Pbx1_Pbx3";"Pbx2";"Pgr_Nr3c1";"Pknox2_Pknox1";"Plag1";"Pou2f1";"Pou6f2_Pou4f2";"Ppard";"Pparg_Rxrg";"Prox1";"Rad21_Smc3";"Rara";"Rbpj";"Rela_Rel_Nfkb1";"Relb";"Rest";"Rfx2_Rfx7";"Rfx3_Rfx1_Rfx4";"Rora";"Rorc_Nr1d1";"Rreb1";"Runx2_Bcl11a";"Rxrb";"Sin3a";"Smad1";"Smad2";"Smad3";"Smad4";"Smarcc1_Fosl1";"Snai1_Zeb1_Snai2";"Sox13";"Sox5_Sry";"Sox6_Sox9";"Sp1";"Sp2";"Stat1";"Stat4_Stat3_Stat5b";"Taf1";"Tcf3";"Tcf4_Mesp1";"Tcf7_Tcf7l2";"Tcf7l1";"Tead1";"Tfcp2";"Tfcp2l1";"Tfdp1_Wt1_Egr2_Chd1_Pml";"Tfeb_Usf1_Srebf1_Usf2_Bhlhe41_Srebf2";"Tgif1_Meis3";"Tgif2_Tgif2lx1";"Thra";"Trp53";"Ubp1";"Vdr";"Xbp1_Creb3l1";"Ybx1_Nfya_Nfyb_Nfyc_Cebpz";"Yy1";"Zbtb16";"Zbtb33_Chd2";"Zbtb7c";"Zfhx3";"Zfx_Mecp2";"Zkscan1";"Zkscan3"
"Rpl5";1.2012;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.57132;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66403;0.99952;0;0;0;1.2364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.9989;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9947;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99405;0;0;0;0;0;0;0;0;0;0;0;1.6739;0;0;0;0;0;0;0;0;0;0.80476;0;0;0;0;0.80253;0;0
"Mtf2";0.52614;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.80119;0;0;0.90516;0;0;0;0;0;0.67646;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.89493;0;0;0;0.79412;0;0;0;1.2485;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.56661;0;0;0;0;0;0;0;0;0;0;0.98582;0;0;0;1.5738;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.8628;0;0;0;0;0.94454;0;0
"Ccdc18";0;0;0;0;0;0.60486;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.69387;0;0;0.73829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75024;0;0;0;0.96043;0;0;0.82184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5364;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99939;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8258;0;0;0;0;0;0;0;0;0;0;0;0.58493;0;0;0;0;0;0;0;0;1.39172;0;0;0;0;0;0;0;0
"Dr1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75038;0;0;0;0;0;0;0;0;0;0;0;0;0;3.64381;0.98926;0;0;0;0;2.50196;3.56511;0;0.77217;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.6925;0;0;0;0;0;0;0;0;0;0;0;0;0.66705;0;0;0;0
"Atp5k";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.95962;0.87423;0;0;0;0;1.93996;2.92406;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.1692;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Pcgf3";0;0;0;0;0;0;0;0.65394;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.50891;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54795;0;0;0.59503;0;0;0;0;0;0;0;0.94681;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.6797;0.53834;0;0;0;0.56272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99729;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57527;0.56594;0;0;0;2.4054;0;0;0;0;0;0;0;0;0;0;0;0.50161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.64489;0;0
"Gak";0.97185;0;0;0;0;0;0;0.69717;0;0;0;0;0;0;0;0;0;0;0.57731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57786;0;0;0;0;0;0.76135;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.4054;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98238;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55458;0.64621;0;0;0;0;0;0;0;0.89594;0;0;0;0;0;0;0;0.52741;0;0;0;0;0;0;0;0;0;0.90491;0;0;0;0;1.6596;0;0
"Tmem175";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"4930522L14Rik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.56943;0;0;0;0;0;0;0;0
"Zfp932";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.62731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.30555;0;0;0;0;0;0;0;0
"Chfr";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54331;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6736;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83811;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61231;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.54152;0;0;0;0;0;0;0;0;0.91613;0;0.70774;0.89801;0.85258;0;0;0;2.38019;0;0;0;0;0;0;0;0;2.87484;0.9995;0;0;0;0;0.89023;0;0
"Golga3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.87804;0;0;0;0;0;1.95134;2.78467;0;0;0;0;0;0.53041;0.52655;0;0;0;0;0;0;0;0;0;0;0;0;0.63195;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.67039;0;0;0.6211;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.9034;0.62623;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.96589;0;0;0;0;0;0;0.51536;0;0
"Pgam5";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55224;0;0;0;0;0;0;0;0.97137;0;0;0;0;0;0;0;0;0;0;0.71581;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.92324;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78633;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.95001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5068;0;0;0;0;0.76763;0;0
"Pole";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57152;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53393;0.98203;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64004;0;0;0;1.4731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.48361;1.5785;0;0.98829;0;0;1.21667;0;0
"Fbrsl1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.15434;0;0;0.93847;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61711;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.80477;0;0;0.86914;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5594;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61332;0;0;0;3.6325;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.59567;0;0
"Ep400";1.1865;0;0;0;0;0;0;0;0;0;0;0;0.54705;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.53243;0;0;0;0;0;0.56956;0;0;0;0;0;0;0;0.65287;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66131;0.65083;0;0;0.93546;0;0;0;0;0;0;0;1.8573;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.93272;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.81434;0;0;0;0;0;0;0;0;0;0;0;0.7598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.8198;0;0
"Ulk1";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.514;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.55866;0;0;0;2.5928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.3944;0;0
"Hscb";0.6086;0;0;0;0;0;0;0.50372;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64565;0;0;0;0;0.51715;0;0.55253;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85748;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61509;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83671;0;0;0;0;0;0;0;0;0;0;0.99781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.93034;0;0;0;0;10.055;0.61077;0;0;0;0;0;0;0
"Ttc28";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.57878;0;0;0;0.58335;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5224;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.78733;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.36618;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.30816;0;0
"Pitpnb";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.51818;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5753;0;0;0;0;0;0;0;0;0;0;0;0;0;2.2521;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.90168;0;0;0;0;0;0.92224;0;0;0;0;0;1.0619;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.66988;0;0
"Miat";0;0;0;0;0;0;0;0.51345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.98774;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87942;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.59987;0;0;0;0.52679;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.68636;0;0;0;0;0;0;0
"Tpst2";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.77036;0;0;0;0;0;0;0;1.4664;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4602;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.61716;0;0
"Srrd";0.83559;0;0;0;0;0;0;0.59594;0;0.51186;0;0;0;0;0;0;0;0;1.9001;0;0;0;0;0;0;0;0.5497;0;0;0;0;0.88893;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.83688;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.75606;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.7073;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.80065;0;0
"Hps4";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sez6l";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.64154;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"2900026A02Rik";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Sgsm1";0;0;0;0;0;0;0;0;0;0;0;0;0.84249;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5825;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5634;0;0;0;0;1.648;0;0;0;0;0;0;0;0;0;0;0;2.22262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5129;0;0
"Sart3";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.97193;0;0;0;0;0;2.4001;2.86786;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.6298;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.94276;0;0;0.97507;0;0;0;0;0.55471;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.87387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.85209;0;0;0;0;0;0;0;0;0;0.99593;0;0;0;2.9858;0;0;0;0;0;0;0;2.1215;0;0;0;0;0;0;0;0;0;2.584;0;0;0;0;2.73435;0;0
"Iscu";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"Coro1c";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.5736;0;2.34845;0.63143;0;0;0;0;0;1.1991;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.7139;0;0;3.6195;1.9922;0;0;0;0.71849;0;0;0;0;0;0;0;0;0.63587;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.73158;0;0;0;6.3223;0;0;0;0;0;0;0;0;0;0;0;0.99808;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.7648;0;0
"Ssh1";0;0;0;0;0;0;0;0.91908;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.09342;0.93194;0;0;0;0;1.15785;0;0;0;0;0;0;0;0.83881;0;0;0.52742;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.90473;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4441;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.246;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.4515;1.5451;0;0;0;0.72703;0;0;0;0;0;0.62122;0;0;0;0;0;2.53945;0;0;0;0;0;0;0;0;0;0.58415;0;0;0;0;1.7305;0;0
